name,cluster,cluster name,label,isSeed,seedRank,linksSeed,publishedAtUnix,publishedAtSQL,channelTitle,channelId,videoCategoryLabel,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,dislikeLikeRatio,favoriteCount,commentCount,thumb,language,clusterLabel
D-Tv3xGZSq0,other,,MPART Citizen s Advisory Workgroup Meeting - June 2023,no,,no,1686837159,2023-06-15 13:06:39,Michigan EGLE,UCjvIL9Oszk-8sfVl9Wp9Dwg,Education,,en,78,1,,,0,0,https://i.ytimg.com/vi/D-Tv3xGZSq0/mqdefault.jpg,EN,Other
y5uyjRwPQ8Q,other,,Informational Session for Investor-Owned Utilities - Grid Resilience Grants - June 15  2023,no,,no,1687805247,2023-06-26 18:06:27,Michigan EGLE,UCjvIL9Oszk-8sfVl9Wp9Dwg,Education,,en,28,0,,,0,0,https://i.ytimg.com/vi/y5uyjRwPQ8Q/mqdefault.jpg,EN,Other
xDVqdvFfzLw,other,Water filters,3M Reaches Settlement Over Contaminated Water | June 23  2023 | News 19 at 5 p.m.,no,,yes,1687558339,2023-06-23 22:06:19,WHNT News 19,UCV8mxYCe-Tauwd09rS9cOVg,News & Politics,,en,2611,9,,,0,5,https://i.ytimg.com/vi/xDVqdvFfzLw/mqdefault.jpg,EN,Other
Fub3Z_P77eE,other,Water filters,The BEST Water Filter Pitcher in 2023...That Brita Doesn t Want You Knowing About,no,,yes,1662606586,2022-09-08 03:09:46,Water Filter Guru,UCs_wwjJQkH13dHcnDQV6aLw,Science & Technology,,en-US,41548,1812,,,0,475,https://i.ytimg.com/vi/Fub3Z_P77eE/mqdefault.jpg,EN,Other
c2vTjHzyh8Q,other,Water filters,The Best Salt-Free Water Softener for Dealing With Limescale in 2023,no,,yes,1670093934,2022-12-03 18:12:54,Water Filter Guru,UCs_wwjJQkH13dHcnDQV6aLw,Science & Technology,,en-US,4482,158,,,0,23,https://i.ytimg.com/vi/c2vTjHzyh8Q/mqdefault.jpg,EN,Other
Pg31Hj360og,other,,A Nuclear 9/11 on the US? | CBN NewsWatch - July 12  2023,no,,no,1689176701,2023-07-12 15:07:01,CBN News,UCYI_ychRnL7sJrG6PUSBpQA,News & Politics,,,514817,9572,,,0,1686,https://i.ytimg.com/vi/Pg31Hj360og/mqdefault.jpg,EN,Other
SDJChLGGq8Q,other,,SKINCARE I LOVED & HATED | JULY 2023 @DrDrayzday,no,,no,1690905629,2023-08-01 16:08:29,Dr Dray,UCnxmUrGMtpQT844Yd_l7Zyg,Howto & Style,en,en,2179,207,,,0,85,https://i.ytimg.com/vi/SDJChLGGq8Q/mqdefault.jpg,EN,Other
eIOy0aaG6q0,other,,*NEW* CERAVE SKINCARE REVIEWS 2023 @DrDrayzday,no,,no,1690819233,2023-07-31 16:07:33,Dr Dray,UCnxmUrGMtpQT844Yd_l7Zyg,Howto & Style,en,en,47982,3025,,,0,448,https://i.ytimg.com/vi/eIOy0aaG6q0/mqdefault.jpg,EN,Other
TsahOFPibco,other,Water filters,Top 5 Under Sink Water Filters in 2023 👌,no,,no,1647917017,2022-03-22 02:03:37,Consumer Buddy,UCMVSVjx5SjGWlLoF3m8feRw,Education,,en,104160,1369,,,0,24,https://i.ytimg.com/vi/TsahOFPibco/mqdefault.jpg,EN,Other
6lKqQk3Ss80,other,Water filters,The Best Whole House Water Filter in 2023...That Nobody Knows About,no,,no,1657742813,2022-07-13 20:07:53,Water Filter Guru,UCs_wwjJQkH13dHcnDQV6aLw,Science & Technology,,en-US,301778,8831,,,0,779,https://i.ytimg.com/vi/6lKqQk3Ss80/mqdefault.jpg,EN,Other
8b7d3I9C2Qc,other,,Beavers in Minnesota January 2023 Water Exchange,no,,no,1674486959,2023-01-23 15:01:59,Minnesota Pollution Control Agency,UCGU_0yj95W6DRcExC0-MBdg,Education,,en-US,350,3,,,0,,https://i.ytimg.com/vi/8b7d3I9C2Qc/mqdefault.jpg,EN,Other
5y-7RZpdH5M,other,,Thursday  July 13  2023 evening forecast,no,,no,1689292247,2023-07-13 23:07:47,Denver7,UC-2MJlKSq9_pYk5-bdvMhnw,News & Politics,,en-US,1355,13,,,0,0,https://i.ytimg.com/vi/5y-7RZpdH5M/mqdefault.jpg,EN,Other
S4nTUbBFGMg,other,,Parade of Ships | Grand Haven Coast Guard Festival 2023,no,,no,1690870980,2023-08-01 06:08:00,13 ON YOUR SIDE,UCuveMoRCsg7-W6ePw6lq7tA,Entertainment,,en-US,491,19,,,0,1,https://i.ytimg.com/vi/S4nTUbBFGMg/mqdefault.jpg,EN,Other
BmV9u9dPRYM,other,,Ferris State football wants to stop hearing the phrase  three-peat  ahead of their 2023 season,no,,no,1690844819,2023-07-31 23:07:59,13 ON YOUR SIDE,UCuveMoRCsg7-W6ePw6lq7tA,News & Politics,en,en,38,0,,,0,0,https://i.ytimg.com/vi/BmV9u9dPRYM/mqdefault.jpg,EN,Other
cnTBnKHUMeM,other,,TRASH TALK JUNE 12  2023,no,,no,1689614220,2023-07-17 17:07:00,TOWN OF KENT CT MEETINGS,UCFJci08_V79oZQl_dfbvhpw,News & Politics,,en,93,0,,,0,,https://i.ytimg.com/vi/cnTBnKHUMeM/mqdefault.jpg,EN,Other
UnIMwCtzNqQ,other,,2023 M&A Market May Return to Pre-Pandemic Levels,no,,no,1674583545,2023-01-24 18:01:45,Bloomberg Law,UCJL_gIOVp2fjfsKH4kbeEwA,News & Politics,,en-US,346,4,,,0,0,https://i.ytimg.com/vi/UnIMwCtzNqQ/mqdefault.jpg,EN,Other
H3nvBpHcmBs,other,,Get a sneak peek inside the 2023 Mecum Auctions at Pa. Farm Show Complex,no,,no,1690398850,2023-07-26 19:07:10,PennLive.com,UC5yvng1eSgffmybUM-51fTw,News & Politics,en,en-US,1007,10,,,0,0,https://i.ytimg.com/vi/H3nvBpHcmBs/mqdefault.jpg,EN,Other
OyqIjRWEk-Y,other,,CU Anschutz and CU Boulder HPC Celebration Event 6 2023,no,,no,1690517172,2023-07-28 04:07:12,CU Denver|Anschutz OIT,UCjjdO-qYXwBJShaaht7r9kQ,Education,en,en-US,9,0,,,0,0,https://i.ytimg.com/vi/OyqIjRWEk-Y/mqdefault.jpg,EN,Other
y3kzHc-eV88,other,PFAS explained,The PFAS Cover-up,yes,4,yes,1688050316,2023-06-29 14:06:56,Zembla,UCMo9uZjfZuvVRxKDgaTBOyQ,News & Politics,,nl-NL,96337,2534,,,0,591,https://i.ytimg.com/vi/y3kzHc-eV88/mqdefault.jpg,EN,Other
XA6sAfr2GZc,other,PFAS explained,EGLE Classroom - Introduction to PFAS,yes,6,no,1634664094,2021-10-19 17:10:34,Michigan EGLE,UCjvIL9Oszk-8sfVl9Wp9Dwg,Education,,en,5715,34,,,0,0,https://i.ytimg.com/vi/XA6sAfr2GZc/mqdefault.jpg,EN,Other
y5kwd5-ocuM,other,PFAS explained,EWG Explains: PFAS,yes,25,yes,1635980670,2021-11-03 23:11:30,Environmental Working Group (EWG),UC0HuASskjV3jhgj2ONLc8VA,Howto & Style,,en,5472,116,,,0,6,https://i.ytimg.com/vi/y5kwd5-ocuM/mqdefault.jpg,EN,Other
7JpwzvGMKuc,other,PFAS explained,PFAS Explained | #Shorts,yes,32,yes,1644595234,2022-02-11 16:02:34,NowThis Earth,UCFH5dQAkGIqzcFYmM4tNtXw,Science & Technology,,en,6064,258,,,0,8,https://i.ytimg.com/vi/7JpwzvGMKuc/mqdefault.jpg,EN,Other
2OEeJ9qR9nA,other,PFAS explained,PFAS Remediation,yes,43,no,1582663136,2020-02-25 20:02:56,Interstate Technology and Regulatory Council,UCzuOhvHxaQSdvKlCFcNmaVw,Science & Technology,,,2360,7,,,0,0,https://i.ytimg.com/vi/2OEeJ9qR9nA/mqdefault.jpg,EN,Other
xh1O7jZ0raE,other,PFAS explained,NEW VA BENEFITS Introduced S.3851 - VET PFAS Act,yes,50,no,1689874920,2023-07-20 17:07:00,Veterans InfoTap,UCJwiHkc7cJgBeH7mh5DwgGA,People & Blogs,,,47524,2316,,,0,145,https://i.ytimg.com/vi/xh1O7jZ0raE/mqdefault.jpg,EN,Other
dcwHOn82nsM,other,PFAS explained,PFAS-lozingen in de Westerschelde,no,,yes,1663768818,2022-09-21 14:09:18,Zembla,UCMo9uZjfZuvVRxKDgaTBOyQ,News & Politics,,nl-NL,40730,761,,,0,216,https://i.ytimg.com/vi/dcwHOn82nsM/mqdefault.jpg,EN,Other
GDzEQxsxu6Y,other,PFAS explained,Fighting the Air Force Over PFAS Pollution - Great Lakes Now - 1025 - Segment 1,no,,no,1622984628,2021-06-06 13:06:48,Great Lakes Now,UCNml-Cq0jVqLRL4ixUH3PJg,News & Politics,,en,3015,87,,,0,10,https://i.ytimg.com/vi/GDzEQxsxu6Y/mqdefault.jpg,EN,Other
Zw0vQKnwJz4,other,PFAS explained,A PFAS Story: Hope Grosse and Joanne Stanton,no,,yes,1650988046,2022-04-26 15:04:26,Environmental Working Group (EWG),UC0HuASskjV3jhgj2ONLc8VA,Nonprofits & Activism,,en,2211,66,,,0,5,https://i.ytimg.com/vi/Zw0vQKnwJz4/mqdefault.jpg,EN,Other
4h_m7-KNeUw,other,PFAS explained,EWG Explains PFAS and Superfund Law,no,,yes,1661524818,2022-08-26 14:08:18,Environmental Working Group (EWG),UC0HuASskjV3jhgj2ONLc8VA,Nonprofits & Activism,,en,872,43,,,0,3,https://i.ytimg.com/vi/4h_m7-KNeUw/mqdefault.jpg,EN,Other
cYpK0oV_JkA,other,PFAS explained,#172: EPA s Move To Regulate PFAS,no,,no,1678908808,2023-03-15 19:03:28,waterloop,UCCOZHXtJtfIbZp1ugauowgg,Nonprofits & Activism,,en-US,118,3,,,0,0,https://i.ytimg.com/vi/cYpK0oV_JkA/mqdefault.jpg,EN,Other
mUarlwzKr_Q,other,PFAS explained,PFAS Analysis Part 3: Sample Extraction,no,,yes,1587068055,2020-04-16 20:04:15,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,,1698,69,,,0,3,https://i.ytimg.com/vi/mUarlwzKr_Q/mqdefault.jpg,EN,Other
bVlZVCXe698,other,PFAS explained,PFAS Nomenclature  Acronyms  and Structures,no,,yes,1585703272,2020-04-01 01:04:52,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,,965,40,,,0,3,https://i.ytimg.com/vi/bVlZVCXe698/mqdefault.jpg,EN,Other
K9LYfbuVFf8,other,PFAS explained,Three Things to Know About PFAS: Part 1 Persistence,no,,yes,1585831822,2020-04-02 12:04:22,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,,1400,58,,,0,8,https://i.ytimg.com/vi/K9LYfbuVFf8/mqdefault.jpg,EN,Other
3BISPfoa-Dc,other,PFAS explained,PFAS Analysis Part 1: Isotope ratios and PFAS Mass Spectrometry,no,,yes,1586523708,2020-04-10 13:04:48,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,,1750,79,,,0,2,https://i.ytimg.com/vi/3BISPfoa-Dc/mqdefault.jpg,EN,Other
eBmHTOxSf5A,other,PFAS explained,PFAS Analysis Part 4:Internal Standards,no,,yes,1587134194,2020-04-17 14:04:34,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,,1993,63,,,0,8,https://i.ytimg.com/vi/eBmHTOxSf5A/mqdefault.jpg,EN,Other
apSiB9p0-Bg,other,PFAS explained,Three things to know about PFAS: Part 3 Structural Diversity,no,,yes,1585972207,2020-04-04 03:04:07,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,,673,47,,,0,4,https://i.ytimg.com/vi/apSiB9p0-Bg/mqdefault.jpg,EN,Other
mm2jzv7uy1Q,other,PFAS explained,PFAS Analysis Part 2: Mass defect in PFAS and mass spectrometry,no,,yes,1586537579,2020-04-10 16:04:59,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,,1045,43,,,0,3,https://i.ytimg.com/vi/mm2jzv7uy1Q/mqdefault.jpg,EN,Other
c0MjC9tLUZo,other,PFAS explained,Three things to know about PFAS: Part 2 Bioaccumulation,no,,yes,1585918815,2020-04-03 13:04:15,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,,875,61,,,0,4,https://i.ytimg.com/vi/c0MjC9tLUZo/mqdefault.jpg,EN,Other
k4cSgY_CP1A,other,PFAS explained,PFAS 1 Minute Challenge: Summarizing PFAS in 1 minute,no,,yes,1587755177,2020-04-24 19:04:17,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,Education,,,408,15,,,0,1,https://i.ytimg.com/vi/k4cSgY_CP1A/mqdefault.jpg,EN,Other
h-aJ-ZDOK6o,other,PFAS explained,PFAS in the Twin Cities East Metro,no,,no,1679594594,2023-03-23 18:03:14,Minnesota Pollution Control Agency,UCGU_0yj95W6DRcExC0-MBdg,Science & Technology,,en-US,291,4,,,0,,https://i.ytimg.com/vi/h-aJ-ZDOK6o/mqdefault.jpg,EN,Other
ETeMDqDrt1Q,other,PFAS explained,PFAS Lab Analytical Methods,no,,no,1582663140,2020-02-25 20:02:00,Interstate Technology and Regulatory Council,UCzuOhvHxaQSdvKlCFcNmaVw,Science & Technology,,en-US,2231,16,,,0,0,https://i.ytimg.com/vi/ETeMDqDrt1Q/mqdefault.jpg,EN,Other
GK9SGwuqphU,other,PFAS explained,ITRC PFAS Sampling and Analysis,no,,no,1680880815,2023-04-07 15:04:15,Interstate Technology and Regulatory Council,UCzuOhvHxaQSdvKlCFcNmaVw,Science & Technology,,en,449,4,,,0,0,https://i.ytimg.com/vi/GK9SGwuqphU/mqdefault.jpg,EN,Other
bd-xmqO50Rw,other,PFAS explained,ITRC & ALGA Workshop - Working Together on PFAS,no,,no,1668526218,2022-11-15 15:11:18,Interstate Technology and Regulatory Council,UCzuOhvHxaQSdvKlCFcNmaVw,Science & Technology,,en,546,7,,,0,1,https://i.ytimg.com/vi/bd-xmqO50Rw/mqdefault.jpg,EN,Other
_iWUPxfbgQU,other,PFAS explained,PFAS test: does Coletanche perform as a barrier system?,no,,no,1690202325,2023-07-24 12:07:45,Coletanche - Civil Engineering,UC1CnMsAoq8YkYEoyYIijmWQ,Science & Technology,,en,17,0,,,0,0,https://i.ytimg.com/vi/_iWUPxfbgQU/mqdefault.jpg,EN,Other
MM7BO4fHY7Y,other,,Debt ceiling bill is chance for some Republicans to put ‘money where their mouth is’: Rep. Boyle,no,,no,1683064809,2023-05-02 22:05:09,NBC News,UCeY0bbntWzzVIaj2z3QigXg,News & Politics,,en,24288,243,,,0,138,https://i.ytimg.com/vi/MM7BO4fHY7Y/mqdefault.jpg,EN,Other
apTV8qjh1E8,other,,Senate Republicans Fear House Republicans Will Cost Them Everything In Next Election,no,,no,1690736454,2023-07-30 17:07:54,The Ring of Fire,UCYWIEbibRcZav6xMLo9qWWw,News & Politics,,en-US,160899,10023,,,0,1135,https://i.ytimg.com/vi/apTV8qjh1E8/mqdefault.jpg,EN,Other
os3usQpUa1I,other,,Never Trump Republicans Have Lost The Fight For Their Party s Soul,no,,no,1690732862,2023-07-30 16:07:02,The Ring of Fire,UCYWIEbibRcZav6xMLo9qWWw,News & Politics,,en-US,93803,7164,,,0,1119,https://i.ytimg.com/vi/os3usQpUa1I/mqdefault.jpg,EN,Other
ZEVcZv71VWE,other,,George Santos Heckled After Republicans REFUSE To Expel Him,no,,no,1684459811,2023-05-19 01:05:11,The Young Turks,UC1yBKRuGpC1tSM73A0ZjYjQ,News & Politics,en,en,206533,5921,,,0,1040,https://i.ytimg.com/vi/ZEVcZv71VWE/mqdefault.jpg,EN,Other
sQtcarOV-Tg,other,,Karl Rove on what the GOP has planned for its future,no,,no,1689033444,2023-07-10 23:07:24,Katie Couric,UCim9TnNKH5yinZm8_L95C-A,Entertainment,,en,8590,112,,,0,95,https://i.ytimg.com/vi/sQtcarOV-Tg/mqdefault.jpg,EN,Other
3TpPHRgm5mY,other,,Doug Sosnik: The Realignment in American Politics--and its Implications,no,,no,1687881495,2023-06-27 15:06:15,Conversations with Bill Kristol,UCmA54XhpFJWyw_Bsj1jYsMw,News & Politics,,en-US,40615,,,,0,,https://i.ytimg.com/vi/3TpPHRgm5mY/mqdefault.jpg,EN,Other
zMq12F7NuWc,other,,GOP congresswoman:  We need to communicate better  amid debt ceiling fight,no,,no,1682547302,2023-04-26 22:04:02,NBC News,UCeY0bbntWzzVIaj2z3QigXg,News & Politics,,en,3183,38,,,0,38,https://i.ytimg.com/vi/zMq12F7NuWc/mqdefault.jpg,EN,Other
rMhu9D0dTS4,other,,South Carolina newspapers evolve a new paradigm to survive,no,,no,1688304000,2023-07-02 13:07:00,CBS Sunday Morning,UCVT1tPkR-fUVlO652EcO3ow,News & Politics,,en,196969,3531,,,0,397,https://i.ytimg.com/vi/rMhu9D0dTS4/mqdefault.jpg,EN,Other
uKuhBxw573M,other,,Gears and Guitars  is getting ready to rock and roll in Winston-Salem,no,,no,1690855377,2023-08-01 02:08:57,WFMY News 2,UC6UcjqhROKEWmz7aGzees9A,News & Politics,en,en,35,1,,,0,0,https://i.ytimg.com/vi/uKuhBxw573M/mqdefault.jpg,EN,Other
ypoZigEi228,other,,New Camden County superintendent discusses upcoming year,no,,no,1690896062,2023-08-01 13:08:02,News4JAX The Local Station,UC_YFbvKedjnVjqrZqBR4L8Q,News & Politics,,,59,3,,,0,1,https://i.ytimg.com/vi/ypoZigEi228/mqdefault.jpg,EN,Other
ToISTKh3saU,other,,Grand Valley State football has same expectations with new head coach,no,,no,1690845079,2023-07-31 23:07:19,13 ON YOUR SIDE,UCuveMoRCsg7-W6ePw6lq7tA,News & Politics,en,en,52,0,,,0,0,https://i.ytimg.com/vi/ToISTKh3saU/mqdefault.jpg,EN,Other
fcBRYul62BM,other,,POLL: Most Republican Voters Oppose McCarthy s Attacks On Social Security,no,,no,1688328020,2023-07-02 20:07:20,The Young Turks,UC1yBKRuGpC1tSM73A0ZjYjQ,News & Politics,en-US,en-US,203541,7528,,,0,2005,https://i.ytimg.com/vi/fcBRYul62BM/mqdefault.jpg,EN,Other
RmaqGrmA6gs,other,Food literacy,What’s in your food? | Dig in 2 It,yes,33,yes,1677124029,2023-02-23 03:02:09,WFMY News 2,UC6UcjqhROKEWmz7aGzees9A,News & Politics,en,en,1657488,26811,,,0,5685,https://i.ytimg.com/vi/RmaqGrmA6gs/mqdefault.jpg,EN,Other
I0rQNYMwzfY,other,Food literacy,Permaculture: Producing food without destroying the planet,no,,no,1633096805,2021-10-01 14:10:05,DW Planet A,UCb72Gn5LXaLEcsOuPKGfQOg,Education,,en,305073,13237,,,0,690,https://i.ytimg.com/vi/I0rQNYMwzfY/mqdefault.jpg,EN,Other
eDYddBsd4xQ,other,Food literacy,Sugar from fruit does not have the same effect as added sugar in processed foods and drinks!,no,,no,1686339115,2023-06-09 19:06:55,MedCram - Medical Lectures Explained CLEARLY,UCG-iSMVtWbbwDDXgXXypARQ,Education,en,en-US,34417,,,,0,245,https://i.ytimg.com/vi/eDYddBsd4xQ/mqdefault.jpg,EN,Other
58McP3qEO1o,other,Food literacy,Non-Native Invasive Species in Appalachian Forests,no,,no,1627412474,2021-07-27 19:07:14,EcoForesters,UCn233y9HOBWdoyKWNz-kzuw,Education,,en-US,2095,58,,,0,2,https://i.ytimg.com/vi/58McP3qEO1o/mqdefault.jpg,EN,Other
U3BX25HS_28,other,Food literacy,Native vs Invasive Species,no,,no,1590355150,2020-05-24 21:05:10,Scott Antonides,UC5zBm4ipNJlmd_NqJhbU3Vw,Education,,,402,10,,,0,0,https://i.ytimg.com/vi/U3BX25HS_28/mqdefault.jpg,EN,Other
gvHzGlMCoP4,other,Food literacy,How to make crispy fried hooligan,no,,no,1686873824,2023-06-16 00:06:44,Alaska Public Media,UCYMhbOjuO5z77XH7bfTdmKw,Nonprofits & Activism,en,en,296,6,,,0,3,https://i.ytimg.com/vi/gvHzGlMCoP4/mqdefault.jpg,EN,Other
Gfi53BjH8j0,other,Food literacy,STOP snacking so much!!! Even #keto treats…,no,,yes,1690727017,2023-07-30 14:07:37,KenDBerryMD,UCIma2WOQs1Mz2AuOt6wRSUw,Education,en,en-US,33657,3666,,,0,104,https://i.ytimg.com/vi/Gfi53BjH8j0/mqdefault.jpg,EN,Other
aOVAqgDYd5g,other,Food literacy,Academy of Nutrition & Dietetics sells out to big-food!,no,,yes,1689161365,2023-07-12 11:07:25,KenDBerryMD,UCIma2WOQs1Mz2AuOt6wRSUw,Education,en,en-US,36604,4461,,,0,123,https://i.ytimg.com/vi/aOVAqgDYd5g/mqdefault.jpg,EN,Other
GoVYQwTXJOM,other,Food literacy,How to eat acorns  but maybe don t,no,,no,1669057211,2022-11-21 19:11:11,Adam Ragusea,UC9_p50tH3WmMslWRWKnM7dQ,Howto & Style,en,en-US,669999,30564,,,0,1693,https://i.ytimg.com/vi/GoVYQwTXJOM/mqdefault.jpg,EN,Other
Xn1LUo5ra_A,other,Food literacy,wtf is  induction  cooking?,no,,no,1576522806,2019-12-16 19:12:06,Adam Ragusea,UC9_p50tH3WmMslWRWKnM7dQ,Howto & Style,en,en-US,1478184,36624,,,0,3227,https://i.ytimg.com/vi/Xn1LUo5ra_A/mqdefault.jpg,EN,Other
8lYhUjV5-Rg,other,Food literacy,Where modern restaurants came from,no,,no,1647885603,2022-03-21 18:03:03,Adam Ragusea,UC9_p50tH3WmMslWRWKnM7dQ,Howto & Style,en,en-US,354868,14625,,,0,703,https://i.ytimg.com/vi/8lYhUjV5-Rg/mqdefault.jpg,EN,Other
RH1eIZemqSg,other,Food literacy,Toast or Tapas. Savour each bite of this simple anchovy toast! #asmr #asmreating,no,,no,1690551030,2023-07-28 13:07:30,Simon Johnson Providore,UCJe73lo_IXYP_zzgPU8qjeQ,People & Blogs,,en,503,11,,,0,0,https://i.ytimg.com/vi/RH1eIZemqSg/mqdefault.jpg,EN,Other
-U9T8Wv7YMs,other,Food literacy,Coming Food Crisis 🍔,no,,yes,1690232416,2023-07-24 21:07:16,Facts Matter with Roman Balmakov,UCXuwhn5_41m4VxZJ3wcDyxA,News & Politics,,en-US,34417,6526,,,0,241,https://i.ytimg.com/vi/-U9T8Wv7YMs/mqdefault.jpg,EN,Other
8uI2o3-Qo24,other,Food literacy,*NEW* SKINCARE AT WHOLE FOODS & BEING STUBBORN | Vlog,no,,no,1690128012,2023-07-23 16:07:12,Dr Dray,UCnxmUrGMtpQT844Yd_l7Zyg,Howto & Style,en,en,32307,1981,,,0,337,https://i.ytimg.com/vi/8uI2o3-Qo24/mqdefault.jpg,EN,Other
zLVtD1BvZCU,other,Food literacy,Making tiny food with our WORST guest ever,no,,no,1690822840,2023-07-31 17:07:40,The Grumps,UCXq2nALoSbxLMehAvYTxt_A,Comedy,en,en,280189,19990,,,0,793,https://i.ytimg.com/vi/zLVtD1BvZCU/mqdefault.jpg,EN,Other
-8xTVMtkqv4,other,Food literacy,How Americans Are Tricked Into Buying Fake Food,no,,no,1673802000,2023-01-15 17:01:00,CNBC,UCvJJ_dzjViJCoLf5uKUTwoA,News & Politics,,en,4567577,53734,,,0,7353,https://i.ytimg.com/vi/-8xTVMtkqv4/mqdefault.jpg,EN,Other
1Lexquxg52c,other,Food literacy,Fake Foods You ve Been Tricked Into Buying,no,,no,1683075603,2023-05-03 01:05:03,Mashed,UCGvIBxqin_rx3sY9qacQEhQ,Entertainment,,en,315245,3532,,,0,291,https://i.ytimg.com/vi/1Lexquxg52c/mqdefault.jpg,EN,Other
SEketM1IFGI,other,Food literacy,Don t Buy Pre-Made Meals From These Grocery Stores (& Where To Buy Them),no,,no,1685217606,2023-05-27 20:05:06,Mashed,UCGvIBxqin_rx3sY9qacQEhQ,Entertainment,,en,316008,3334,,,0,296,https://i.ytimg.com/vi/SEketM1IFGI/mqdefault.jpg,EN,Other
JmzEcgvhK6k,other,Food literacy,What is Amorphous Ice?,no,,no,1685557362,2023-05-31 18:05:42,Reactions,UCdJ9oJ2GUF8Vmb-G63ldGWg,Science & Technology,en,en,6475,499,,,0,36,https://i.ytimg.com/vi/JmzEcgvhK6k/mqdefault.jpg,EN,Other
YSvdgpaihWk,other,Food literacy,when is not meat NOT not meat,no,,no,1683664044,2023-05-09 20:05:24,Reactions,UCdJ9oJ2GUF8Vmb-G63ldGWg,Science & Technology,en,en,3420,213,,,0,19,https://i.ytimg.com/vi/YSvdgpaihWk/mqdefault.jpg,EN,Other
VuaAM0lRP5E,other,Food literacy,why onions should be considered low grade chemical weapons,no,,no,1683151212,2023-05-03 22:05:12,Reactions,UCdJ9oJ2GUF8Vmb-G63ldGWg,Science & Technology,en,en,3775,268,,,0,12,https://i.ytimg.com/vi/VuaAM0lRP5E/mqdefault.jpg,EN,Other
ezdlSk3FYeM,other,,Did you know about these surprising facts about The Cricket World cup 1983  #kapildev #83,no,,no,1683910215,2023-05-12 16:05:15,BrainBites,UCYYV3l_U517v1G9ym6D4fmg,People & Blogs,,en,39628,212,,,0,6,https://i.ytimg.com/vi/ezdlSk3FYeM/mqdefault.jpg,EN,Other
sAZGT8TPSF4,other,,1983 World Cup India Squad Then vs Now | World Cup Winning Team | 1983 World Cup | India Squad |,no,,no,1683459019,2023-05-07 11:05:19,Abcd Sports,UCI7-A1gRE7aLwZHH9zWqWWg,Sports,,,2298,14,,,0,2,https://i.ytimg.com/vi/sAZGT8TPSF4/mqdefault.jpg,EN,Other
6OcVREo9bw4,other,,1983 CRICKET WORLD CUP 1983 FINAL,no,,no,1675171936,2023-01-31 13:01:16,World Sports,UCipTq_3pvHDO8hEqk4YDEEQ,Sports,en,ur,3892,24,,,0,7,https://i.ytimg.com/vi/6OcVREo9bw4/mqdefault.jpg,EN,Other
IAaSjbzWXKE,other,,1983 cricket world cup  Indian Cricket team| 1983 Indian world cup final team#ipl2023 #1983worldcup,no,,no,1682579037,2023-04-27 07:04:57,DATA BOOK,UC7fSaUv7TyJJ2ez8-WgyBJg,Sports,,,6022,46,,,0,4,https://i.ytimg.com/vi/IAaSjbzWXKE/mqdefault.jpg,EN,Other
a5Wa8PhGWjc,other,,Syed Abid Ali indian Cricketer |,no,,no,1668271380,2022-11-12 16:11:00,Cricket News Old,UCYm4zdVrGvWHYeTLNqC5_mg,People & Blogs,,,5661,61,,,0,8,https://i.ytimg.com/vi/a5Wa8PhGWjc/mqdefault.jpg,EN,Other
pP0RAB90-Cg,other,,Chaten Chauhan Indian cricketer | #chatenchauhan #cricketer #indian,no,,no,1674325141,2023-01-21 18:01:01,Cricket News Old,UCYm4zdVrGvWHYeTLNqC5_mg,People & Blogs,,,2417,25,,,0,3,https://i.ytimg.com/vi/pP0RAB90-Cg/mqdefault.jpg,EN,Other
-wB4xcniN6w,other,,Surinder Amarnath Indian cricketer | #indiancricketer #surinderamarnath,no,,no,1674323403,2023-01-21 17:01:03,Cricket News Old,UCYm4zdVrGvWHYeTLNqC5_mg,People & Blogs,,,8588,49,,,0,5,https://i.ytimg.com/vi/-wB4xcniN6w/mqdefault.jpg,EN,Other
nXFFfUzJw-Y,other,,जब टीम इंडिया ने 25 जून 1983 को लार्ड्स में 2 बार के वर्ल्ड चैंपियंस वेस्टइंडीज को दी मात,no,,no,1681018598,2023-04-09 05:04:38,cricketiya bhaiya,UCj4BPf3feZurPM4wgUnsO_g,Sports,en,hi,4604,57,,,0,5,https://i.ytimg.com/vi/nXFFfUzJw-Y/mqdefault.jpg,EN,Other
