query,querySlug,cluster,clusterLabel,text,videosNumber,ids
water purifier,water-purifier,10,Water purifier,cleanwater,20,7058603852383194394|7079002957009767706|7115021112416816385|7114134552506879233|7111956717306465562|7111510711758572827|7121916046629506305|7121907860296043777|7121505602743979291|7120427906655997186|7119557594766724379|7135235094666628354|7193300780852595994|7193293855272209690|7193162043619331355|7204269488471084315|7249732336600747270|7261158808720805125|7283844250435915013|7295982675435818245
water purifier,water-purifier,10,Water purifier,waterpurifier,200,7058603852383194394|7052335732639141146|7051117648049884417|7050471018376269083|7049346554930416923|7068820919292054810|7068256915486280987|7067500265968045339|7063291121190915354|7062653675939974427|7060383554546535707|7076285563015367962|7075700922013256987|7075699279465106714|7075546547424890139|7074767085196430619|7073760064611355931|7073758945109691674|7073410791193464090|7090905994632432922|7090898393333009691|7090844842036710682|7090398815861148954|7090071086997490970|7089789437885959450|7089014165188267290|7085662074050825499|7083861208725572890|7082711342452329754|7103461544561806618|7101988071301713179|7101937974186724634|7100529085218065691|7096688616532905243|7096349275612843290|7095545744748285210|7093677246765960474|7115021112416816385|7114540065296059674|7114134552506879233|7113034312546536730|7112013030690393371|7111956717306465562|7111510711758572827|7111217593725291802|7109951850090188059|7108768997222419738|7108627202312244507|7126048958522150170|7125680608214338842|7123009978956320001|7121916046629506305|7121907860296043777|7121505602743979291|7120427906655997186|7119557594766724379|7118612662866480410|7137940019653659931|7136493925375675675|7136147646581853466|7135659743078518043|7135235094666628354|7134990467921480986|7149027258869632282|7149026848574410011|7148813394793991450|7148731444817317147|7148680975961066778|7148645615155629339|7148608064684297498|7147571063575022875|7146951219393662235|7146739173515382043|7145703338456272155|7160653143846604058|7160247861874068763|7160245129943551258|7159854211751054618|7159587393010535707|7159585228145659163|7159041797526752538|7158423675039960346|7158081368503733530|7171717336251092251|7171649651681070363|7171275037540977946|7171269885803138331|7170351524823010586|7169505720851860762|7169094879195319579|7168707184191081729|7182772773461298458|7182046508735384859|7181058476662099226|7180641852134100251|7180324386535132443|7194781965902482715|7194757904602320154|7194371592569244955|7194337097577221402|7194299169182469402|7194077795587198234|7193304317263154459|7193300780852595994|7193293855272209690|7193162043619331355|7192788148428999962|7204405951695162651|7204269488471084315|7204109274119703834|7204013840416263450|7203969391912946970|7203321214515924251|7203241491513330971|7216863165873671429|7216629570756283653|7216625441547898118|7216587358798417157|7216414602861546757|7216228542563060997|7215866909596814598|7215808744943291653|7215748091641662726|7215736023765060891|7227749022423895302|7227649949352185093|7227649188257991941|7227646970163105030|7227646548094520581|7227479388667874565|7227359349901905157|7227063761322904837|7226948981463551238|7226861591977872645|7226758705897950465|7226733014108163333|7226599375991033093|7239331128971234566|7239306494192160006|7238935800895917317|7238574446053805317|7238547434094333190|7238411719129795845|7249675217964993798|7249395974827707654|7249335371266542854|7248992234962537733|7248544005816896774|7247715378552491270|7261891269272603909|7261595777368182022|7261158808720805125|7260479176585563397|7260477810874092805|7260060413054831877|7260059439342882053|7273449741768232197|7272999363717123333|7272998806122155269|7272998737557851398|7272998195846909189|7272997225075133701|7272997057437109509|7272994626578042118|7284452308379798789|7284256219441679622|7284254583872949509|7284092801292258565|7283844250435915013|7283805429140819206|7283799875265776901|7283798503774555398|7283778604545182981|7283778183894273286|7283778137299635461|7296255285864221957|7296103485290843398|7295982675435818245|7295973919121526022|7295972207631748358|7295905888592743686|7295737862899764486|7295597309734292741|7307149118047096069|7307145542436441349|7306066458176490758|7305931987234131206|7305778507085319430|7305776325514579206|7305771105778748678|7305436708626009349|7305232712808353030|7318755760828239110|7318672971676126470|7318604242829430022|7318393182319054085|7318339510767586565|7318312951348219142|7318192365926124805|7317933526412741893
water purifier,water-purifier,10,Water purifier,uvwaterpurifier,7,7069362384724430107|7083861208725572890|7125763429834460442|7122696435992202522|7121505602743979291|7261118333909503237|7259903272125861126
water purifier,water-purifier,10,Water purifier,waters,19,7068256915486280987|7063291121190915354|7062653675939974427|7060383554546535707|7076285563015367962|7075700922013256987|7075699279465106714|7075546547424890139|7074767085196430619|7073410791193464090|7090905994632432922|7090898393333009691|7090398815861148954|7090071086997490970|7089789437885959450|7085662074050825499|7096349275612843290|7095545744748285210|7093677246765960474
water purifier,water-purifier,10,Water purifier,justaddwater,19,7068256915486280987|7063291121190915354|7062653675939974427|7060383554546535707|7076285563015367962|7075700922013256987|7075699279465106714|7075546547424890139|7074767085196430619|7073410791193464090|7090905994632432922|7090898393333009691|7090398815861148954|7090071086997490970|7089789437885959450|7085662074050825499|7096349275612843290|7095545744748285210|7093677246765960474
water purifier,water-purifier,10,Water purifier,safeandcleanwater,19,7068256915486280987|7063291121190915354|7062653675939974427|7060383554546535707|7076285563015367962|7075700922013256987|7075699279465106714|7075546547424890139|7074767085196430619|7073410791193464090|7090905994632432922|7090898393333009691|7090398815861148954|7090071086997490970|7089789437885959450|7085662074050825499|7096349275612843290|7095545744748285210|7093677246765960474
water purifier,water-purifier,10,Water purifier,waterpurification,7,7067500265968045339|7112013030690393371|7169505720851860762|7194371592569244955|7203969391912946970|7226861591977872645|7284092801292258565
water purifier,water-purifier,10,Water purifier,aquatheo,6,7067500265968045339|7060323644378975515|7089014165188267290|7114855599988362522|7239331128971234566|7239306494192160006
water purifier,water-purifier,10,Water purifier,mineralwater,3,7060323644378975515|7193162043619331355|7239331128971234566
water purifier,water-purifier,10,Water purifier,alkalinewater,7,7060323644378975515|7136493925375675675|7203969391912946970|7203241491513330971|7238185393634512133|7284256219441679622|7284254583872949509
water purifier,water-purifier,10,Water purifier,safewater,4,7079729031259671835|7079002957009767706|7108768997222419738|7182299504303934746
water purifier,water-purifier,10,Water purifier,healthywater,6,7079729031259671835|7108768997222419738|7125607946028961051|7239079231991450885|7261118333909503237|7259903272125861126
water purifier,water-purifier,10,Water purifier,drinkwater,4,7076285563015367962|7160446150909201691|7204013840416263450|7203969391912946970
water purifier,water-purifier,10,Water purifier,water,42,7090844842036710682|7101937974186724634|7097859899824049435|7112013030690393371|7111510711758572827|7137943294033644827|7137516705739279643|7136493925375675675|7135659743078518043|7160446150909201691|7160247861874068763|7160245129943551258|7169486021493607706|7181087556195339547|7194701201462611227|7194371592569244955|7193162043619331355|7203969391912946970|7215808744943291653|7239331128971234566|7238816293040688389|7238411719129795845|7238239204587621638|7249732336600747270|7249395974827707654|7261891269272603909|7261752276358794502|7261561356174904581|7261560194646215942|7260477810874092805|7284638252248747269|7284092801292258565|7283805429140819206|7283798503774555398|7283778604545182981|7283778183894273286|7283778137299635461|7295982675435818245|7295973919121526022|7307145542436441349|7318393182319054085|7318192365926124805
water purifier,water-purifier,10,Water purifier,waterpurifiers,3,7103461544561806618|7136493925375675675|7182046508735384859
water purifier,water-purifier,10,Water purifier,ivowaterpurifier,4,7103461544561806618|7118612662866480410|7261595777368182022|7260060413054831877
water purifier,water-purifier,10,Water purifier,smartwater,3,7101937974186724634|7114540065296059674|7108627202312244507
water purifier,water-purifier,10,Water purifier,waterdispenser,9,7101937974186724634|7096688616532905243|7111217593725291802|7108627202312244507|7148731444817317147|7145703338456272155|7159041797526752538|7307145542436441349|7318192365926124805
water purifier,water-purifier,10,Water purifier,numawater,3,7114540065296059674|7111217593725291802|7108627202312244507
water purifier,water-purifier,10,Water purifier,waterislife,3,7112013030690393371|7249580616142851334|7249579490530086149
water purifier,water-purifier,10,Water purifier,drinkingwater,7,7111510711758572827|7146739173515382043|7204269488471084315|7239331128971234566|7239306494192160006|7248544005816896774|7295973919121526022
water purifier,water-purifier,10,Water purifier,purifiedwater,3,7119557594766724379|7146739173515382043|7318192365926124805
water purifier,water-purifier,10,Water purifier,splashproof,3,7146951219393662235|7193822997180861722|7216863165873671429
water purifier,water-purifier,10,Water purifier,showerfaucet,5,7171717336251092251|7182872752339045658|7182489228096359707|7182486866078256411|7216863165873671429
water purifier,water-purifier,10,Water purifier,faucetshower,4,7171394455692430619|7307210830309788934|7318672971676126470|7317933526412741893
water purifier,water-purifier,10,Water purifier,waterpurifierph,3,7226861591977872645|7226733014108163333|7239331128971234566
water purifier,water-purifier,13,Water filter,waterfilters,3,7087367794047651098|7148813394793991450|7204405951695162651
water purifier,water-purifier,13,Water filter,waterfilter,53,7101937974186724634|7114540065296059674|7108627202312244507|7136493925375675675|7134990467921480986|7149073668985867546|7148813394793991450|7160653143846604058|7160616788206652699|7160247861874068763|7158081368503733530|7182872752339045658|7182489228096359707|7182486866078256411|7194371592569244955|7194337097577221402|7194299169182469402|7194040284164918554|7193304317263154459|7204405951695162651|7204269488471084315|7204109274119703834|7216535845497490693|7238411719129795845|7249732336600747270|7260059439342882053|7273585258673704197|7273449741768232197|7284452308379798789|7284256219441679622|7284254583872949509|7283847025601350917|7283791414180498693|7283778604545182981|7283778183894273286|7283778137299635461|7296255285864221957|7296103485290843398|7295972207631748358|7295737862899764486|7295597309734292741|7307210830309788934|7307149118047096069|7307145542436441349|7306066458176490758|7305778507085319430|7305776325514579206|7305771105778748678|7318755760828239110|7318604242829430022|7318339510767586565|7318312951348219142|7318192365926124805
water purifier,water-purifier,13,Water filter,uvfilter,4,7100529085218065691|7113034312546536730|7111510711758572827|7121505602743979291
water purifier,water-purifier,13,Water filter,faucetfilter,8,7133839995760135450|7148813394793991450|7160616788206652699|7158005468495891739|7171050435829140763|7216101458893098246|7296164571692190981|7305931987234131206
water purifier,water-purifier,13,Water filter,filter,9,7148813394793991450|7170160002601192731|7169486021493607706|7194701201462611227|7192913362898947354|7318672971676126470|7318339510767586565|7317933526412741893|7317904204897520902
water purifier,water-purifier,16,Home appliances,homeimprovement,7,7052335732639141146|7050471018376269083|7049346554930416923|7089014165188267290|7114855599988362522|7203989892215426331|7283844250435915013
water purifier,water-purifier,16,Home appliances,appliances,3,7067500265968045339|7239331128971234566|7239306494192160006
water purifier,water-purifier,16,Home appliances,appliance,3,7096792665143971099|7125607946028961051|7239079231991450885
water purifier,water-purifier,16,Home appliances,organizedhome,3,7125607946028961051|7158081368503733530|7239079231991450885
water purifier,water-purifier,16,Home appliances,kitchen,16,7137516705739279643|7160245129943551258|7158423675039960346|7171269885803138331|7169094879195319579|7193822997180861722|7205007463828000026|7226707131263683845|7239331128971234566|7272999363717123333|7272998806122155269|7272998737557851398|7272998195846909189|7272997225075133701|7272997057437109509|7272994626578042118
water purifier,water-purifier,16,Home appliances,kitchenhacks,5,7133839995760135450|7148813394793991450|7160245129943551258|7158423675039960346|7227312120927505669
water purifier,water-purifier,16,Home appliances,kitchentool,3,7133839995760135450|7160245129943551258|7158423675039960346
water purifier,water-purifier,16,Home appliances,householditems,4,7148410234552241434|7193822997180861722|7239331128971234566|7239306494192160006
water purifier,water-purifier,16,Home appliances,homedecor,4,7182872752339045658|7182489228096359707|7182486866078256411|7248257182125411589
water purifier,water-purifier,16,Home appliances,kitchengoodies,7,7272999363717123333|7272998806122155269|7272998737557851398|7272998195846909189|7272997225075133701|7272997057437109509|7272994626578042118
water purifier,water-purifier,19,Ecosphere purifier,ecosphere,19,7051117648049884417|7066548317496429851|7079729031259671835|7079002957009767706|7073760064611355931|7073758945109691674|7083861208725572890|7101988071301713179|7126048958522150170|7125680608214338842|7125607946028961051|7119557594766724379|7148608064684297498|7146739173515382043|7160446150909201691|7170351524823010586|7182299504303934746|7203321214515924251|7239079231991450885
water purifier,water-purifier,19,Ecosphere purifier,noelectricity,19,7068256915486280987|7063291121190915354|7062653675939974427|7060383554546535707|7076285563015367962|7075700922013256987|7075699279465106714|7075546547424890139|7074767085196430619|7073410791193464090|7090905994632432922|7090898393333009691|7090398815861148954|7090071086997490970|7089789437885959450|7085662074050825499|7096349275612843290|7095545744748285210|7093677246765960474
water purifier,water-purifier,19,Ecosphere purifier,ecospherewaterpurifier,5,7073758945109691674|7126048958522150170|7125607946028961051|7125254038706343194|7239079231991450885
water purifier,water-purifier,19,Ecosphere purifier,ecospherewaterpurifiernuskin,3,7114963082627124507|7126048958522150170|7261158808720805125
water purifier,water-purifier,19,Ecosphere purifier,ecospherewaterpurifierph,3,7114963082627124507|7126048958522150170|7148608064684297498
water purifier,water-purifier,19,Ecosphere purifier,ecosphereph,3,7126048958522150170|7125607946028961051|7239079231991450885
water purifier,water-purifier,19,Ecosphere purifier,espring,4,7125828784703507739|7125061976807509275|7125050137323326746|7137943294033644827
water quality,water-quality,4,Fishkeeping,fish,15,7076270364686306586|7122224937703673115|7143720073033829658|7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851|7187765615833206042|7187313304661052698|7203914994877041946|7223585417067629830|7237679305180925189|7243736575828348166|7267011093795491079|7309707058910072070
water quality,water-quality,4,Fishkeeping,aquarium,14,7076270364686306586|7143720073033829658|7142027130115722522|7174408650268708123|7191647317248773402|7187765615833206042|7187313304661052698|7225539099917028613|7223585417067629830|7237679305180925189|7247490915827305734|7243736575828348166|7306733465112759570|7308569207598320902
water quality,water-quality,4,Fishkeeping,goldfish,8,7076270364686306586|7122224937703673115|7192007400931511579|7191647317248773402|7187765615833206042|7187313304661052698|7197407068712668443|7267440634787581190
water quality,water-quality,4,Fishkeeping,fishkeeping,9,7076270364686306586|7143720073033829658|7176504098974403867|7174408650268708123|7187765615833206042|7187313304661052698|7203914994877041946|7216274027432692998|7273888570853657861
water quality,water-quality,4,Fishkeeping,pingusaquatics,3,7125819767042198810|7256394140567571717|7277525024729304325
water quality,water-quality,4,Fishkeeping,ranchugoldfish,3,7122224937703673115|7191647317248773402|7267440634787581190
water quality,water-quality,4,Fishkeeping,aquascaping,4,7143720073033829658|7174408650268708123|7203914994877041946|7216274027432692998
water quality,water-quality,4,Fishkeeping,aquariumhobby,3,7143720073033829658|7174408650268708123|7308569207598320902
water quality,water-quality,4,Fishkeeping,fishkeeper,3,7176504098974403867|7187765615833206042|7187313304661052698
water quality,water-quality,4,Fishkeeping,fishlife,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851
water quality,water-quality,4,Fishkeeping,fishislife,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851
water quality,water-quality,4,Fishkeeping,fishtok,6,7187765615833206042|7187313304661052698|7247490915827305734|7273888570853657861|7306733465112759570|7308569207598320902
water quality,water-quality,4,Fishkeeping,fishkeepinghobby,3,7216274027432692998|7273888570853657861|7306733465112759570
water quality,water-quality,10,Water quality,water,18,7056902630555061531|7076270364686306586|7159174627892284699|7165829179559251227|7191647317248773402|7191274408902741275|7190909334803565851|7185763199873010971|7183702733189418267|7196903705650793754|7227646575382646017|7231363544153885958|7247658080412929285|7246255006771334405|7256725393426763013|7280378295823109382|7303853794478083333|7309169889338477825
water quality,water-quality,10,Water quality,waterquality,28,7130892974329793794|7179139778271628546|7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851|7187765615833206042|7187313304661052698|7183702733189418267|7202577901781404954|7197407068712668443|7195868610349387035|7210831914649881861|7225045178472484101|7222997764714663174|7232299921498590469|7245142230053227782|7244509327833206022|7273187012348284166|7266734142212164870|7282742244568763654|7282336660711427334|7281590539323985157|7281217962030157062|7277531713880771845|7302237688894065926|7309707058910072070|7309169889338477825
water quality,water-quality,10,Water quality,aquatic,3,7143720073033829658|7191647317248773402|7237679305180925189
water quality,water-quality,10,Water quality,aquascape,4,7143720073033829658|7174408650268708123|7203914994877041946|7308569207598320902
water quality,water-quality,10,Water quality,aquaticplants,5,7143720073033829658|7216274027432692998|7237679305180925189|7309707058910072070|7308569207598320902
water quality,water-quality,10,Water quality,waterpurifier,3,7149607442245061914|7277531713880771845|7302237688894065926
water quality,water-quality,10,Water quality,waterfiltration,7,7149607442245061914|7225913455381941510|7222997764714663174|7247603581715483909|7273187012348284166|7277279143438404869|7274417617509682438
water quality,water-quality,10,Water quality,waterrefillingstationbusiness,3,7215115435732126982|7225913455381941510|7247603581715483909
water quality,water-quality,10,Water quality,alffejenwaterservices,5,7215115435732126982|7225913455381941510|7277279143438404869|7274417617509682438|7318449567840701701
water quality,water-quality,10,Water quality,awswatertreatmentservices,4,7215115435732126982|7225913455381941510|7277279143438404869|7274417617509682438
water quality,water-quality,10,Water quality,reverseosmosis,3,7225913455381941510|7247603581715483909|7300947052807163142
water quality,water-quality,10,Water quality,watertreatment,3,7225913455381941510|7247603581715483909|7300947052807163142
water quality,water-quality,10,Water quality,watersoftener,3,7225913455381941510|7247603581715483909|7273187012348284166
water quality,water-quality,10,Water quality,cleanwater,3,7222997764714663174|7273187012348284166|7300947052807163142
water quality,water-quality,10,Water quality,waterpurification,5,7273187012348284166|7282742244568763654|7282336660711427334|7281590539323985157|7281217962030157062
water quality,water-quality,10,Water quality,waterfilter,8,7282742244568763654|7282336660711427334|7281590539323985157|7281217962030157062|7277531713880771845|7277279143438404869|7274417617509682438|7318449567840701701
water quality,water-quality,11,Air filter,cleanair,3,7293046253103992070|7223585417067629830|7293046253103992070
water quality,water-quality,11,Air filter,tumbler,3,7192173248174411035|7247658080412929285|7256725393426763013
water quality,water-quality,11,Air filter,airfilter,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851
water quality,water-quality,11,Water quality,faucet,3,7185763199873010971|7283102156272487682|7308274941613378822
water quality,water-quality,11,Water quality,showerhead,11,7225191236297116934|7225190934806318342|7225190180590816517|7225057434186910981|7222942631746080006|7233282240741002501|7233282230284569862|7233281530628508933|7232196129172098310|7232196031314791685|7229591881695382790
green washing,green-washing,1,Fashion,sustainablebrand,3,7180010148889398554|7179561567657250074|7274917668069592322
green washing,green-washing,9,Fashion,fastfashion,3,7208508312394976518|7273492164812885253|7313010079651941638
green washing,green-washing,11,Save water,savewater,3,7203238154160147738|7205364440357670170|7219532328081706246
green washing,green-washing,12,Plastic free,plasticfree,4,7086063225527078170|7092997990494899482|7294090630668520709|7313010079651941638
green washing,green-washing,12,Plastic free,plasticpollution,7,7086063225527078170|7092997990494899482|7156403136008178970|7186686820103736603|7251631257765924103|7294090630668520709|7313010079651941638
green washing,green-washing,14,Climate and waste,climatechange,4,7086063225527078170|7156403136008178970|7186686820103736603|7264940823102442770
green washing,green-washing,14,Climate and waste,zerowaste,5,7092997990494899482|7203238154160147738|7205364440357670170|7251631257765924103|7294090630668520709
urban farming,urban-farming,2,Gardening,gardening,52,7065132733642657025|7077758639125138689|7111072538909805851|7135458727829802266|7146382320503770395|7158622396524547329|7168035983408008474|7181596982245477658|7180441607496338714|7261861171068701957|7261847533352176901|7261783432269778181|7261490282372402437|7261436312866082054|7261386573831228677|7261100275191139589|7261092896403770630|7261074427188645126|7260705563540065542|7260680650284453125|7273004916967214341|7272998635145645317|7272921095005637894|7272599987698142469|7272514958548536582|7272316896253431045|7272152838392827141|7271833315357887749|7271823921194781957|7271419152391359749|7271398272571297030|7271058120082820358|7271032511742971142|7284026087569460485|7283831782842109189|7283668463707507973|7283454006595226885|7283380394492284165|7283307837265153285|7282994480276425989|7282909630852795653|7282758589968583942|7282536859505265925|7282335697845996805|7296128038801034502|7295547644145929478|7293441978027527429|7293384405526007045|7305052936676068610|7301427367380012293|7317538769005989125|7317218615718153478
urban farming,urban-farming,2,Gardening,microgreens,13,7062983484117208347|7121543724131306778|7117461731097464091|7148989419003858202|7148190721172983066|7146730390856813850|7171601126402297115|7182655568920857882|7192664706530708763|7190102674807770394|7215327066856754438|7215029148912323846|7226644877931597062
urban farming,urban-farming,2,Gardening,garden,29,7062240393315896603|7108984799661952283|7146382320503770395|7158622396524547329|7261861171068701957|7261847533352176901|7261783432269778181|7261490282372402437|7261436312866082054|7261386573831228677|7261100275191139589|7261092896403770630|7261074427188645126|7260705563540065542|7260680650284453125|7273624399029243142|7272998635145645317|7272921095005637894|7272599987698142469|7272514958548536582|7272316896253431045|7272152838392827141|7271833315357887749|7271823921194781957|7271419152391359749|7271398272571297030|7271058120082820358|7271032511742971142|7317218615718153478
urban farming,urban-farming,2,Gardening,urbangardening,42,7062240393315896603|7078615938949549339|7087883835614039323|7102344876104158490|7114318555302087963|7114314802859642139|7110757703772867866|7137107823116389658|7170855960104160539|7192190108248902917|7204753221024222491|7204026182768069914|7216586776884825349|7216586473422785798|7216586217587002630|7226892221574843653|7261861171068701957|7261847533352176901|7261783432269778181|7261490282372402437|7261436312866082054|7261386573831228677|7261100275191139589|7261092896403770630|7261074427188645126|7260705563540065542|7260680650284453125|7260458788136684805|7273004916967214341|7272998635145645317|7272921095005637894|7272599987698142469|7272514958548536582|7272316896253431045|7272152838392827141|7271833315357887749|7271823921194781957|7271419152391359749|7271398272571297030|7271058120082820358|7271032511742971142|7302067869108505862
urban farming,urban-farming,2,Gardening,homegardening,6,7062240393315896603|7135458727829802266|7158622396524547329|7179577902181223707|7294625975491497222|7293384405526007045
urban farming,urban-farming,2,Gardening,greenthumb,4,7079590296094248219|7190134966565489947|7282335697845996805|7293877647447264518
urban farming,urban-farming,2,Gardening,growyourown,4,7077758639125138689|7146382320503770395|7158622396524547329|7293877647447264518
urban farming,urban-farming,2,Gardening,rooftopgardening,7,7086687414659468545|7181375652761750811|7283380394492284165|7294445755304283397|7291963757742329094|7318289593466490117|7316958088366411014
urban farming,urban-farming,2,Gardening,backyardgardening,5,7113539988985269530|7170855960104160539|7194102459264929050|7192581531838270747|7293441978027527429
urban farming,urban-farming,2,Gardening,homegarden,3,7135458727829802266|7158622396524547329|7205219069593881882
urban farming,urban-farming,2,Gardening,gardeningproject,3,7135458727829802266|7283380394492284165|7282758589968583942
urban farming,urban-farming,2,Gardening,gardening101,8,7149234006473608474|7148491914352921882|7159791072900812059|7158622396524547329|7158620439533587738|7158530504608746778|7182655568920857882|7190134966565489947
urban farming,urban-farming,2,Gardening,growyourownfood,12,7148989419003858202|7146693618210852122|7158622396524547329|7170112957861432603|7179577902181223707|7179327696005090587|7194959407036239131|7192664706530708763|7190134966565489947|7190102674807770394|7215029148912323846|7238183992745364741
urban farming,urban-farming,2,Gardening,vegetablegarden,33,7148491914352921882|7261861171068701957|7261847533352176901|7261783432269778181|7261490282372402437|7261436312866082054|7261386573831228677|7261100275191139589|7261092896403770630|7261074427188645126|7260705563540065542|7260680650284453125|7273004916967214341|7272998635145645317|7272921095005637894|7272599987698142469|7272514958548536582|7272316896253431045|7272152838392827141|7271833315357887749|7271823921194781957|7271419152391359749|7271398272571297030|7271058120082820358|7271032511742971142|7284026087569460485|7283831782842109189|7283668463707507973|7283454006595226885|7283307837265153285|7282994480276425989|7282909630852795653|7282536859505265925
urban farming,urban-farming,2,Gardening,greenhouse,3,7146382320503770395|7181375652761750811|7317886108119977222
urban farming,urban-farming,2,Gardening,urbangarden,6,7204753221024222491|7226892221574843653|7238183992745364741|7283380394492284165|7282758589968583942|7302049586598694150
urban farming,urban-farming,2,Gardening,urbangardeninglife,3,7204753221024222491|7226892221574843653|7238514856654064902
urban farming,urban-farming,2,Gardening,urbangardener,4,7226892221574843653|7226166994188487963|7248577723579387142|7247374008251944198
urban farming,urban-farming,2,Gardening,backyard,3,7225913812304547078|7249659020712103173|7305052936676068610
urban farming,urban-farming,2,Gardening,rooftopgarden,4,7238450201445289222|7283380394492284165|7294445755304283397|7291963757742329094
urban farming,urban-farming,2,Gardening,gardenharvest,13,7273004916967214341|7272921095005637894|7272514958548536582|7272316896253431045|7272152838392827141|7271833315357887749|7271823921194781957|7271419152391359749|7271032511742971142|7284026087569460485|7283831782842109189|7283668463707507973|7283454006595226885
urban farming,urban-farming,2,Gardening,urbangrower,5,7305763902019620102|7318289593466490117|7317959744852053254|7316958088366411014|7316953178522619142
urban farming,urban-farming,3,Healthy and sustainable food,strawberry,3,7054829981196635419|7067302996853476634|7316879312924265734
urban farming,urban-farming,3,Healthy and sustainable food,sustainable,3,7086687414659468545|7135458727829802266|7273624399029243142
urban farming,urban-farming,3,Healthy and sustainable food,smallbusiness,9,7102344876104158490|7114318555302087963|7114314802859642139|7110757703772867866|7148989419003858202|7148960169190296858|7158620439533587738|7215327066856754438|7215029148912323846
urban farming,urban-farming,3,Healthy and sustainable food,healthy,3,7121543724131306778|7117461731097464091|7158622396524547329
urban farming,urban-farming,3,Healthy and sustainable food,healthyfood,5,7121543724131306778|7117461731097464091|7148292963364261146|7158622396524547329|7305052936676068610
urban farming,urban-farming,3,Healthy and sustainable food,sss,4,7159361712016133402|7158999859016584475|7158272757669596443|7158224978062609691
urban farming,urban-farming,3,Healthy and sustainable food,heartdisease,4,7181818203088112922|7181817875831819546|7181817728624299290|7181817481084947738
urban farming,urban-farming,3,Healthy and sustainable food,blessedlife,6,7205185088890490138|7204793272038886683|7203571471770193178|7226166994188487963|7248577723579387142|7247374008251944198
urban farming,urban-farming,4,Healthy and sustainable food,plantito,13,7049881123337325851|7079330394507676955|7181818203088112922|7181817875831819546|7181817728624299290|7181817481084947738|7192190108248902917|7189407953244491034|7295547644145929478|7293352244555058438|7293316582309203206|7302067869108505862|7301427367380012293
urban farming,urban-farming,4,Healthy and sustainable food,plantita,12,7068559814573575451|7068558381715426586|7079330394507676955|7135458727829802266|7167259654307826971|7181818203088112922|7181817875831819546|7181817728624299290|7181817481084947738|7192190108248902917|7302067869108505862|7317218615718153478
urban farming,urban-farming,4,Healthy and sustainable food,organic,17,7062983484117208347|7090168220727905537|7123723425587219738|7121543724131306778|7117461731097464091|7137097878492810522|7148423799225044250|7146382320503770395|7227896833736051973|7227323066110463237|7227085764020997382|7226519752011812101|7225913812304547078|7239325125953326341|7293441978027527429|7305052936676068610|7304062715088227590
urban farming,urban-farming,4,Healthy and sustainable food,plants,28,7086687414659468545|7137464028938489114|7135458727829802266|7146382320503770395|7189407953244491034|7216565479953943814|7273004916967214341|7272998635145645317|7272921095005637894|7272599987698142469|7272514958548536582|7272316896253431045|7272152838392827141|7271833315357887749|7271823921194781957|7271419152391359749|7271398272571297030|7271058120082820358|7271032511742971142|7284026087569460485|7283831782842109189|7283668463707507973|7283454006595226885|7283307837265153285|7282994480276425989|7282909630852795653|7282536859505265925|7303727389740190981
urban farming,urban-farming,4,Healthy and sustainable food,harvest,10,7113539988985269530|7108984799661952283|7158272757669596443|7158224978062609691|7179327696005090587|7190134966565489947|7227316394495397125|7305763902019620102|7305052936676068610|7317492671675682054
urban farming,urban-farming,4,Healthy and sustainable food,eggplant,3,7108984799661952283|7148423799225044250|7317843057737551109
urban farming,urban-farming,4,Healthy and sustainable food,crops,3,7148491914352921882|7159791072900812059|7158530504608746778
urban farming,urban-farming,4,Healthy and sustainable food,horticulture,7,7146382320503770395|7158622396524547329|7284295878058265864|7284295578400361736|7303977899026107656|7303977767807339784|7303977636944956679
urban farming,urban-farming,4,Healthy and sustainable food,seeds,6,7167259654307826971|7181818203088112922|7181817875831819546|7181817728624299290|7181817481084947738|7303727389740190981
urban farming,urban-farming,4,Healthy and sustainable food,planting,4,7181375652761750811|7238183992745364741|7296128038801034502|7316879312924265734
urban farming,urban-farming,4,Healthy and sustainable food,plantingmethod,3,7216586776884825349|7216586473422785798|7216586217587002630
urban farming,urban-farming,4,Healthy and sustainable food,bonsaitree,4,7226899881061780763|7226897086468476187|7236514458745457926|7236330791159024902
urban farming,urban-farming,4,Healthy and sustainable food,harvesttime,5,7284295878058265864|7284295578400361736|7303977899026107656|7303977767807339784|7303977636944956679
urban farming,urban-farming,4,Healthy and sustainable food,organicbeauty,5,7284295878058265864|7284295578400361736|7303977899026107656|7303977767807339784|7303977636944956679
urban farming,urban-farming,8,Aquaponics,aquaponics,12,7054967032890133761|7062983484117208347|7101957311807114523|7123723425587219738|7118345084420001051|7117927150493158683|7137464028938489114|7137127642058214682|7137097878492810522|7179577902181223707|7227085764020997382|7293877647447264518
urban farming,urban-farming,8,Aquaponics,aquaculture,3,7077838482311253274|7074568813907381531|7148666905849629979
urban farming,urban-farming,8,Aquaponics,aquaponicssystems,3,7123723425587219738|7118345084420001051|7117927150493158683
