id,title,rank,keyword_Location,cluster,clusterLabel
653093224,little kid,81,South Asia|India|Asia,other,Other
1337220937,whale tail in the ocean surrounded by plastic bottles,82,Spain,other,Other
1331719299,Blooming water. Algae bloom due to pollution. Water pollution protection concept,83,Russia,other,Other
1464661824,"Wastewater sewage pipe dumps the dirty contaminated water into the river. Water pollution, environment contamination concept",84,,pipes,Pipes
1153532412,Drainage pipe with dirty waste in the city.,85,Russia,other,Other
172643293,Oil spill,86,,other,Other
1163184828,Scientist examining toxic water samples,87,Slovenia,other,Other
1271083273,Drug Pollution,88,Canada,other,Other
1298617653,Effluent from a large pipe flowing to the sea,89,UK,other,Other
1401871646,dirty water flows from two pipes,90,Australia,pipes,Pipes
1284379364,"Oil seeping out of sunken battleship Arizona, Pearl Harbor, Oahu, Hawaii",91,USA,oil_in_water,Oil in water
1202567986,Plastic Pollution Concept,92,Italy,waste_underwater,Waste underwater
480447538,Dirty lake background,93,,other,Other
1201282605,Ocean Plastic Pollution,94,Italy,waste_underwater,Waste underwater
1159448954,Fish swims among plastic bag ocean pollution. Environment concept,95,Thailand,waste_underwater,Waste underwater
641217104,drinking water,96,India|Asia|Kerala,other,Other
1409666630,a pipe through which polluted water flows in nature.,97,Estonia,pipes,Pipes
499096345,Trash in the river,98,,other,Other
870277422,Beauty of water polution,99,USA|Romania,other,Other
1181248109,Storm Drain Culvert and canal in rural area,100,New Jersey|USA,pipes,Pipes
962590716,Plastic waste,101,Thailand,waste_underwater,Waste underwater
1198523619,Restoration of a water damage in a house,102,Germany,other,Other
480802224,Oil Spill Recovery 3,103,,other,Other
648489134,drinking water,104,South Asia|India|Asia,other,Other
927735574,Dirty waste water merges into a clean forest stream. Landscape concept - pollution of the environment,105,Lithuania,pipes,Pipes
1399288870,Ecologist sampling water from river with test tube glass and have white smoke,106,,experts_analysing,Experts analysing
1337151519,Garbage piled up on the beach in İstanbul.,107,,other,Other
466364914,chemical waste drums in front of heavy industry,108,,other,Other
816704696,Polluted Urban River,109,Philippines,villages_river,Villages river
1322176817,A sea of plastic waste,110,Transcarpathia|Ukraine,other,Other
1325910553,Water Sample Analysis,111,UK,experts_analysing,Experts analysing
981787630,a whale of garbage plastic floating in the ocean.,112,Netherlands|Antarctica,waste_underwater,Waste underwater
1317882487,Close up side shot of microplastics lay on people hand.Concept of water pollution and global warming. Climate change idea.,113,Thailand,microplastics,Microplastics
1391062459,Environment Issue concept. Team of Scientists in protective suits and masks took a sample of water for analysis. Environment Issue concept,114,Thailand,experts_analysing,Experts analysing
1009159630,"Sewer pipes at shore, stain of oil or fuel on water surface, nature pollution by toxic chemicals, dirty sea",115,Russia,other,Other
1322176900,A sea of plastic waste,116,Transcarpathia|Ukraine,other,Other
1528545385,"Environmental researchers investigate the condition of canal water for toxic spills, river waste water sampling, Asian researchers collect water samples in farmland for research and development.",117,Thailand,experts_analysing,Experts analysing
1365648352,Sea Turtle swims through discarded rubbish.,118,UK,waste_underwater,Waste underwater
1205341136,Plastic Waste Floating In The Open Ocean,119,UK,waste_underwater,Waste underwater
1413646913,Sea plastic pollution abstract,120,Italy,waste_underwater,Waste underwater
1400638399,Water quality monitoring,121,Serbia,other,Other
1155252763,Storm Drain Culvert,122,Pennsylvania|USA|Pittsburgh,pipes,Pipes
1251279094,Collecting water samples for the analysis of its pollution near to an industrial complex,123,Russia,experts_analysing,Experts analysing
1301492684,waste management plastic reuse bottles texture,124,,other,Other
500451210,asian woman looking at water looking unhappy,125,,other,Other
1345268522,Dirty beach environment from plastic garbage.,126,Thailand,other,Other
1138212327,Toxic plastic waste floating underwater in the ocean,127,Italy,waste_underwater,Waste underwater
1166678090,High Mineral Content Wetland,128,Canada|North America|Maritime Provinces|Nova Scotia,other,Other
1079098104,"Garbage on beach, environmental pollution in Bali Indonesia.",129,Bali|Asia,other,Other
1383408838,Drainage collector for drainage of surface and flood water and snow. With two pipes on the foreground.,130,Ukraine,pipes,Pipes
1168772163,"The hand is picking up trash on the beach, the idea of environmental conservation",131,Thailand,people_cleaning,People cleaning
1287574718,"Massive plastic pollution of the ocean bottom. Seabed covered with a lot of plastic garbage. Bottles, bags and other plastic debris on seabed in Mediterranean Sea. Plastic pollution of the Ocean",132,Greece,waste_underwater,Waste underwater
1403998467,"Old sewer, water pollution",133,UK,pipes,Pipes
1503875711,"Concept image of nuclear waste floating on the sea, 3d rendering",134,South Korea,other,Other
942982566,Water pollution concept,135,Poland,waste_underwater,Waste underwater
1311642420,Scientist measuring environmental water quality parameters in a wetland.,136,Australia,other,Other
1362917064,Scientist examing toxic water,137,Serbia,other,Other
651700710,drinking water,138,South Asia|India|Asia,other,Other
1194363251,Blue Classic Stone Navy Mineral Dark Cliff Trendy Color of Year 2020 Abstract Solidified Lava Formation Circle Rippled Stripe Mountain Pattern Close-up Ombre Texture Fantastic Planet Landscape Fractal Fine Art,139,USA,other,Other
1390981309,Close-up side shot of hands shows microplastic waste contaminated with the seaside sand. Microplastics are contaminated in the sea. Concept of water pollution and global warming.,140,Thailand|Oceania|Pacific Islands|Hawaii Islands,microplastics,Microplastics
1440087674,Inside underground urban sewer system. Sewage flowing in round sewer pipe,141,Voronezh|Russia,other,Other
1426542329,plastic garbage island,142,Hong Kong,other,Other
493443242,beautiful duck overcomes obstacles in dirty water,143,,other,Other
1043539556,concept of global pollution. The sea full of garbage on the background of nature. Save the planet.,144,Ukraine,waste_underwater,Waste underwater
114291542,Sample of clean and dirty water in beakers,145,,other,Other
1391062480,"water pollution in the pond, river, lake, sea concept. Scientist takes samples of factory wastewater in a test tube. Close up the hand.",146,Thailand,experts_analysing,Experts analysing
641217098,drinking water,147,India|Asia|Kerala,other,Other
1393825220,"Microplastics at hand, microplastics, air pollution, aquatic microplastics, food microplastics.",148,Thailand,other,Other
1266730022,Green polluted water,149,Pakistan,other,Other
1179252601,Volunteer man collecting trash on the beach. Ecology concept,150,Ukraine,people_cleaning,People cleaning
1353489403,Inspector holding a chemical flask with river water. Water testing for infections.,151,UK,other,Other
1419072504,"CO2 white fog, concept showing the problem of carbon dioxide and CO2 emissions for the environment, global warming, sustainable development. and green business from renewable energy",152,Thailand,other,Other
1392363573,Focusing on polluted water discharges in a forest,153,Spain,other,Other
1409609356,Heavy metal flood control gate discharging into a waterbody,154,USA,pipes,Pipes
1454118652,"Draining sewage from pipe into river, pollution rivers and ecology.",155,,pipes,Pipes
866470982,Samples of water from the river. Water intake. Water abstraction. Water diversion.,156,Belarus,experts_analysing,Experts analysing
1428262090,Bad Smell,157,Türkiye - Country,other,Other
1055665090,Plastic water bottles pollution in ocean (Environment concept),158,Thailand,other,Other
1496749212,Aerial View of Abandoned Copper Mine,159,Cornwall - England|UK|Southwest England,oil_in_water,Oil in water
532298119,Sampling of water.,160,,experts_analysing,Experts analysing
1435005446,Recyclers cleaning the beach,161,Latin America|Mexico,people_cleaning,People cleaning
1331594926,Microplastic pollution of the sea and the ocean. Plastic trash and waste in the water of the world's oceans.,162,Lanzarote|USA|Famara,other,Other
1349322660,Sewage Treatment Plant,163,Nordic Countries|Denmark,water_clarifiers,Water clarifiers
1023578222,Activists Working Together Making a Difference,164,Tyne And Wear|Tynemouth|UK|Northeastern England,people_cleaning,People cleaning
1166678176,High Mineral Content Wetland,165,North America|Romania|Canada|Maritime Provinces|Nova Scotia,other,Other
1423447383,urbanization and industrialization limit the natural habitat of flamingos,166,Ankara - Turkey|Asia|Türkiye - Country,other,Other
159004984,Water Pollution,167,,pipes,Pipes
944160034,Great concept of trash,168,Brazil,other,Other
1133767472,Water pollution,169,Romania,oil_in_water,Oil in water
169960434,Taking sample of water,170,,other,Other
1188233677,nurdle pieces and micro plastic particles in ocean water,171,Germany,waste_underwater,Waste underwater
1362554361,Detailed photography of sea water contaminated with micro plastic. Environment pollution concept.,172,West Asia|Egypt,waste_underwater,Waste underwater
1301272783,Manta ray swimming over coral reef atoll in clear blue ocean with plastic bag pollution,173,Australia,waste_underwater,Waste underwater
1392295517,Abundance of plastic bottles in water,174,Spain,other,Other
1434508375,Team ecologists examine wastewater with pH test results of water discharged from pipes of refineries into nature to prevent chemical contamination biohazard.,175,Thailand,experts_analysing,Experts analysing
1364760615,"Dirty water flows from the pipe into the river, environmental pollution. Sewerage, treatment facilities",176,Ukraine,pipes,Pipes
1440252340,Garbage and blooming green water. Algae bloom due to pollution. Environment and water pollution protection concept. Banner,177,Algarve|Russia,other,Other
1255120096,Plastic pollution and Sea Turtle underwater,178,Malaysia,waste_underwater,Waste underwater
1307985360,"Insulated leachate pond with dirty water, part of landfill",179,Hungary,other,Other
92375578,Polluted Water,180,Imperial Beach - California,other,Other
804500172,Squeeze water,181,South Korea|Africa,other,Other
1396953164,Environmental engineers inspect water quality at natural water sources and record data on smartphones. Woman scientist and environmental issues. World environment day concept.,182,Thailand|Asia,other,Other
1211651280,Ocean Pollution - Hands Holding Earth - elements of this image furnished by NASA,183,Italy,waste_underwater,Waste underwater
1357646777,Female Scientist Holding Water Probe,184,,experts_analysing,Experts analysing
182364117,Water damage,185,,other,Other
1176398761,Fishes in water polluted with plastic waste,186,Czech Republic,waste_underwater,Waste underwater
917441678,Waste or garbage polluting lake or canal causing disaster to environment. Chennai,187,Chennai|India,villages_river,Villages river
1316647838,Polluted waterway - litter contaminating a riverbank,188,Scotland|Glasgow - Scotland|Europe|UK,other,Other
590064462,"Algae in river Corrib, Galway, Ireland",189,Europe|Republic of Ireland|Galway|Wild Atlantic Way,other,Other
917751006,Plastic pollution in water. Ecological industry concept,190,Albania,other,Other
1217634021,Ocean pollution,191,Germany,waste_underwater,Waste underwater
1446975787,Reinforced River Bank with Water Flowing from Storm Drain Outlet,192,Poland,pipes,Pipes
157672506,trash on the beach,193,,other,Other
1301265167,Clear blue aqua marine ocean with turtle and plastic bottle pollution,194,Australia,waste_underwater,Waste underwater
976315900,Plastic marine pollution. Seal caught in tangled nylon fishing net,195,UK,other,Other
625354246,"Water Purity Test. Hand holding chemical flask with liquid, lake",196,,other,Other
516441663,Pollution in the water.,197,,other,Other
114291520,Dirty water in glass isolated on white background,198,,other,Other
1354082880,Plastic pollution in the sea,199,Denmark,other,Other
506246026,No swimming warning sign on a beach,200,California,other,Other
147269776,Child's Hands Under Water Tap,201,India|Asia|Nepal,other,Other
1339851403,A woman volunteer puts a plastic bottle in a polyethylene bag. Close up of hands. In the background wild beach and ocean. The concept of environmental conservation and clean up of coast,202,Russia,people_cleaning,People cleaning
1319000751,Female biologist testing the oxygen levels in the river,203,Slovenia,experts_analysing,Experts analysing
154890047,Ocean Dumping - Total pollution on a Tropical beach,204,,waste_on_the_beach,Waste on the beach
1388991318,"The Atlantic Copper factory in the industrial estate of Huelva, Spain.",205,Huelva Province|Andalusia|Spain,other,Other
481576556,Mountains scenics with polluted water,206,,oil_in_water,Oil in water
1334635656,"Midouze in flood, in the Landes",207,France,other,Other
1418806074,"Group of eco volunteers picking up plastic trash on the beach - Activist people collecting garbage protecting the planet - Ocean pollution, environmental conservation and ecology concept",208,Italy,people_cleaning,People cleaning
1401337223,Female environmentalist hands in glove collects water samples from a river to explore and testing for infections. Water and ecology concept,209,Thailand,experts_analysing,Experts analysing
962590002,Plastics on the surface,210,Thailand,waste_underwater,Waste underwater
1419861669,Sewage pipe discharges sewage and wastewater into the river. Environmental pollution,211,Spain,pipes,Pipes
1253795678,Dirty river in Dharavi slums. Mumbai. India,212,Dharavi|India|Asia|Maharashtra|Mumbai,villages_river,Villages river
1072961958,Sea Turtle eat plastic bag ocean pollution concept,213,,waste_underwater,Waste underwater
1307265133,"Control of purity, quality and pollution of water in nature - concept image with water of a stream seen through a magnifying glass",214,Italy,other,Other
513494822,Polluted river banks,215,India|Asia,other,Other
1226354698,Toxic Liquid and Crushed Plastic Bottles Polluting Water,216,Slovenia,waste_underwater,Waste underwater
1423667422,Heavy Flood 2022,217,Pakistan,other,Other
1446357711,Water flowing from the open outlet of a metal agriculture drainage tile,218,USA,pipes,Pipes
1292214347,Plastic pollution disposable gloves and sea turtle,219,France,waste_underwater,Waste underwater
1298347292,Slick industry oil fuel spilling water pollution,220,Lithuania,other,Other
1175443380,barrel containing dangerous and radioactive,221,Italy,waste_underwater,Waste underwater
977591630,Water pollution,222,,experts_analysing,Experts analysing
612268702,Floating plastic bottle on ocean surface,223,,waste_underwater,Waste underwater
1174905233,"Reversing Falls, Saint John, New Brunswick, Canada",224,St. John - New Brunswick|Canada|Reversing Falls|Bay Of Fundy|New Brunswick - Canada,other,Other
1168772206,Dark Blue Abstract Galaxy Nebula Wave Surf Sea Storm Dramatic Sky Background,225,Norway,other,Other
1205617258,Copper Mine Tailing pond,226,Canada|British Columbia,other,Other
1452326953,Water drainage into the lagoon,227,USA,pipes,Pipes
1390606790,The color diluted with gasoline in a puddle. Environmental pollution,228,Russia,other,Other
835203982,Polluted River,229,Canada,other,Other
1369921282,"Professional team and volunteer wearing PPE clean up dirty of oil spill on beach ,  oil slick washed up on a sand beach",230,Oceania|Thailand,other,Other
820673724,Accidentally spills chemicals in river.,231,USA,other,Other
1212076148,Woman filling her glass with tap water and wasting drinking water,232,Canada,other,Other
1184972195,"fish swarm swimming through plastic pollution, micro plastic particles in ocean water",233,Germany,waste_underwater,Waste underwater
910318690,Smoke Billows from Oil Refinery Chimneys,234,USA,other,Other
1395346182,Muddy river water,235,Russia,other,Other
811795478,Child's Hands Under tap water,236,Africa|India|Asia|Nepal,other,Other
1306581711,Puddle with many circular raindrops,237,Latin America|Mexico,other,Other
1401337231,Female environmentalist hands in glove collects water samples from a river to explore and testing for infections. Water and ecology concept,238,Thailand,experts_analysing,Experts analysing
115038258,Sample of dirty water isolated,239,,other,Other
857001576,Beach rubbish and garbage washed up on shoreline,240,UK,other,Other
1416916402,Pollution,241,UK,other,Other
1182470542,"plastic pollution in ocean water, bags and bottles on the sea floor, micro plastic pollution",242,Germany,waste_underwater,Waste underwater
157315542,chemical waste drums in front of heavy industry,243,,other,Other
1393904122,Water sewage flowing through pipes,244,South Asia|Indonesia,pipes,Pipes
510007257,Repairing a Broken Pipe,245,,other,Other
1208182476,Waves pushing plastic waste to the beach,246,Malaysia|Dominican Republic|Asia,other,Other
1256074627,Swans fighting over litter,247,UK|Wales,other,Other
1317949175,A dirty surgical mask lies on a dirt road and pollutes the environment,248,Germany,other,Other
1312940038,"Medical protective mask in water of city lake. Consequence of coronavirus (COVID-19). Ecology pollution, medical trash concept. Garbage and rubbish in the park.",249,Ukraine,other,Other
1041876952,sewage pipe in the lake on floating barrels,250,Germany|Brent,pipes,Pipes
1140796436,E. coli or coliform bacteria isolated and culture from running supply water,251,Canada,other,Other
1440840894,Two ducks sitting on wooden log surrounded by polluted by garbage water,252,Canada,other,Other
1200099750,A stream of muddy water bursts out of the pipe against the blue sky and the green forest in the distance.,253,,pipes,Pipes
473040460,stainless steel faucets in the bathroom of the school,254,,other,Other
1384888201,Wastewater planning in the city - concept with imaginary city map and sewage,255,Italy,other,Other
1312213889,Salton Sea - Bird at Sunrise,256,California|USA,other,Other
1164651319,Blue-Green Algae,257,Malaysia|Asia,other,Other
1416887757,Three black oil barrels on a white background.,258,Czech Republic,other,Other
1293921240,Single Use Plastic Bottle on Sea Surface,259,Türkiye - Country,other,Other
1705954961,Level view close-up at a land drain pipe with slow flow,260,England|Yorkshire - England|UK,other,Other
1091668144,Beach pollution,261,France,waste_on_the_beach,Waste on the beach
1393249936,Scientist or Biologist wearing PPE protection analyze the waste water from industrial,262,Thailand,experts_analysing,Experts analysing
1216839656,"reduce reuse recycle, sustainability concept",263,Thailand,other,Other
1189756636,Rusty drums on Arctic coast,264,Russia|Arctic,other,Other
1206051762,"save the ocean, no more plastic.",265,Malaysia,waste_underwater,Waste underwater
1313817688,Fish and plastic granules,266,Netherlands,other,Other
1497436534,LNG (Liquified Natural Gas) tanker anchored in Gas terminal gas tanks for storage. Oil Crude Gas Tanker Ship. LPG at Tanker Bay Petroleum Chemical or Methane freighter export import transportation and logistics,267,Merchant's Gate|Thailand,other,Other
186868622,Favela at a polluted river margins,268,Rio de Janeiro,villages_river,Villages river
1327752198,across the path there is a channel with a metal grid for drainage interlocking paving. the water is drained from the surface into the gutter and further into the rain sewer,269,Czech Republic,other,Other
1005592566,green algae on the surface of the water,270,Ukraine,other,Other
1151212399,"Polluted with garbage, the Yamuna River with Taj Mahal in the background, full color",271,Taj Mahal|India|Agra|Asia,other,Other
147556134,marine pollution,272,,other,Other
1149880517,effluent system.,273,,pipes,Pipes
1363511660,Underwater Oil Pipelines,274,,other,Other
491841138,Examing Polluted Water,275,,other,Other
1364579675,Environmental conservation collecting garbage and trash from water,276,UK,other,Other
1172362477,Pollution at Pinheiros's River,277,South America|Brazil|São Paulo|São Paulo State,other,Other
1218172877,Environmental conservation collecting garbage and trash from water,278,UK,other,Other
1406806538,Colorful fuel and oil on an asphalt texture showing heavy environmental pollution.,279,Iceland,oil_in_water,Oil in water
1179078865,Slums and polluted canal in Bangkok. Stock image with logos removed,280,Southeast Asia|Thailand|Bangkok|Asia,villages_river,Villages river
1075960918,"Creative background, plastic bag floating in the ocean, a bag in the water. The concept of environmental pollution, non-decomposable plastic, increased debris in the world's oceans. copy space",281,Russia,waste_underwater,Waste underwater
1058457384,Plastic water bottles pollution in ocean (Environment concept),282,Thailand,waste_underwater,Waste underwater
701184234,Little girls drinking water from a hose,283,Bulgaria,other,Other
1366692029,Plastic pollution and environmental problem concept.,284,,other,Other
172241371,Water source,285,,pipes,Pipes
474956668,Sewer drains,286,,pipes,Pipes
1397943458,Ghost nets continue to kill fish,287,Greece,other,Other
108178330,Water and Soap Rushing down Drain of,288,,other,Other
1379266533,Aerial View of a Utah Lake Shoreline,289,Utah|USA,other,Other
1343204087,Plastic bottles and face masks polluting river water,290,UK,other,Other
177291457,Litter by the Lake,291,Michigan,other,Other
1208359069,"Ecosystem and healthy environment concepts and background, Garbage pile in trash dump or landfill, Aerial view garbage trucks unload garbage to a landfill, global warming.",292,Thailand,other,Other
822189756,hand of a child in the kitchen with a container,293,Italy|Asia,other,Other
1768701278,Oil spill,294,Almeria|UK,oil_in_water,Oil in water
1285925759,"plastic waste, bottle bags floating underwater in the sea.",295,Italy,waste_underwater,Waste underwater
1305090569,A technician in full body protective suit measure ph of sample of water,296,Thailand,experts_analysing,Experts analysing
1359074579,Water algae.,297,Thailand,other,Other
1194509058,City wildlife: other birds,298,UK|London - England,other,Other
1338081362,"Young female volunteer satisfied with picking up trash, a plastic bottles and coffee cups, clean up beach with a lake. Woman collecting garbage in bag. Environmental ecology pollution concept",299,Russia,people_cleaning,People cleaning
1134909938,Water source  that is polluted with various garbage,300,Thailand,other,Other
185105005,Water pollution,301,Philippines|Asia,other,Other
1186935843,The dry soil of an old salt sea - environmental issue,302,California|USA|France|Argentina,other,Other
1251278639,A man in a gas mask.,303,Russia,other,Other
1168199865,garbage plastic with island floating in the ocean,304,Netherlands,waste_underwater,Waste underwater
1010745650,plastic bag environment pollution with iceberg of trash,305,Thailand|Greenland|North America,waste_underwater,Waste underwater
846109762,Ecologyst taking a Water Sample,306,Slovenia,experts_analysing,Experts analysing
1251409753,Sea Turtle and plastic polution,307,Thailand|Malaysia,waste_underwater,Waste underwater
1479422287,Aerial view of sewage treatment plant,308,China - East Asia,water_clarifiers,Water clarifiers
1322993600,"An active fulmar nest including plastic and metal waste - taken near Collaster on the island of Unst in Shetland, UK.",309,Scotland|Shetland Islands|UK,other,Other
1352287221,Water sample,310,Russia,other,Other
589963210,Electric power plant reflection,311,,other,Other
1324893169,Waste water flows to river. Dirty water and environmental pollution.,312,,pipes,Pipes
175420227,"Shacks along the water in Manila, Philippines",313,Metro Manila|Philippines|Greater Manila Area|Manila - Philippines|Asia,villages_river,Villages river
1392724694,"Green Algae growth in a still water pond in India. Algae and cyanobacteria are simple, plant-like organisms that live in the water.",314,South Asia|India,other,Other
1273711414,A polluted river in a mostly deforested part of the rainforest because of gold mining,315,Ecuador,other,Other
1309833938,A technician using portable multi parameter water quality measurement,316,Thailand,experts_analysing,Experts analysing
1023573548,Assessing Environmental Damage,317,Tyne And Wear|Tynemouth|UK|Northeastern England,experts_analysing,Experts analysing
1263005897,Ghost net pollution entangled star fish,318,Thailand|Phi Phi Islands,other,Other
962590148,Ocean debris,319,Thailand,other,Other
1130144921,Shack crowded banks-Estero de San Lazaro channel. Binondo Chinatown-Manila-Philippines-1009,320,Philippines|Greater Manila Area|Manila - Philippines,villages_river,Villages river
1092303696,Yellow-orange toxic waste in water in sandpit,321,Russia,other,Other
1399151414,focus on cheerful girl cleaning the sandy beach from garbage with her friends on background volunteer team on eco-friendly movement in Goa India,322,,people_cleaning,People cleaning
849178350,Water pollution,323,Bosnia and Herzegovina,pipes,Pipes
1201544365,Coronavirus vaccine vial in hospital,324,Canada,other,Other
1330979211,ide view of a woman holding micro plastics in his hands with composition infographics.,325,Bulgaria,microplastics,Microplastics
678701026,The danger of radon gas in our homes - concept image with periodic table of the elements,326,Italy,other,Other
1129536623,"Pollution Along a River Bank in the Form of Oil, Tires, and Coal Mine Drainage.",327,Pennsylvania|USA,other,Other
1030705672,Wild Nature,328,Canada|Australia,other,Other
1327806245,"Nodularia sp. toxic algae under microscopic view, nitrogen-fixing cyanobacteria, cyanotoxin, harmful to humans, x40",329,Türkiye - Country,other,Other
1002940648,Plastic pollution on marine environment,330,South Asia|Maldives,waste_underwater,Waste underwater
1491039486,Macro shot of a person with medical gloves and tweezers inspecting a pile of micro plastics. Concept of water pollution and global warming.,331,Bulgaria,microplastics,Microplastics
1320209248,A Bunch Of Plastic Rubbish That Cannot Be Recycled.,332,Bulgaria,microplastics,Microplastics
539951132,"sewage from the sewer pollute a lake, river",333,,pipes,Pipes
1366326430,Smoke Stacks Emitting Pollution,334,Midwest USA|USA,other,Other
1177247141,"Hand woman picking up plastic bottle cleaning on the beach , volunteer concept",335,Brazil,people_cleaning,People cleaning
841229704,The danger of radon gas in our homes - concept image with copy space,336,Italy,other,Other
1391055969,"close-up of test tube with polluted water and traces of plastic and micro plastic taken from the ocean, polymer particles, environmental crisis",337,USA,other,Other
1427349112,Water quality checking,338,USA,experts_analysing,Experts analysing
1340947400,Stagnant water background with algae emerging on surface in a lake,339,Italy,other,Other
92041849,Septic system,340,,other,Other
1317230001,Light bulb on a lake,341,Serbia,other,Other
187899954,Pusher Tug,342,,other,Other
1365123475,Oil and Gas Drilling Platform,343,UK,oil_platforms,Oil platforms
1170923784,Small Plastic pellets on the finger.Micro plastic.air pollution,344,Thailand,microplastics,Microplastics
1357646774,Worker in Hazmat Suit at Eco Disaster Site,345,,other,Other
1414552251,debris scattered on the beach,346,Indonesia,other,Other
1500417491,Nuclear power plant on the shore of the Gulf of the Sea,347,,other,Other
1322176881,A sea of plastic waste,348,Transcarpathia|Ukraine,other,Other
1364516589,Water pollution at river as challenging to environmental,349,Uganda,other,Other
1214661280,Dirty used medical mask on beach,350,Estonia,waste_on_the_beach,Waste on the beach
1254710582,Coronavirus waste polluting the environment. Disposable masks trash sea,351,,other,Other
543560076,Hand in glove holding a test tube of clear water,352,,experts_analysing,Experts analysing
1369781150,The sea and the beach are polluted with oil. A crude oil spill on the sand of a city beach,353,Thailand,other,Other
480409172,Garbage on a beach left by tourist at sunset.,354,Poland,waste_on_the_beach,Waste on the beach
1223636740,"Cigarette butts in yellow sand on sea beach on coast against background of blue sky and sea. Problem of humanity. Cigarette smoking, bad habit. Nicotine addiction. Garbage",355,Bulgaria,other,Other
1214345477,Scientist examiner taking samples of water from an underground city sewage system to analyze level of pollution. Ecologist holding test tube with some sample of industrial waste water.,356,Serbia,experts_analysing,Experts analysing
114410695,three cigarettes on beach,357,,other,Other
1215674831,Dirty used medical mask on beach,358,Estonia,people_cleaning,People cleaning
856838518,Offshore construction platform for production oil and gas. Oil and gas industry and hard work. Production platform and operation process by manual and auto function from control room.,359,Oceania|Thailand,oil_platforms,Oil platforms
645682030,Dirty water from the supplying network,360,Basin Reserve - New Zealand|Romania,other,Other
471561567,"Chernobyl, Ukraine",361,Chernobyl Nuclear Power Plant|Ukraine|Chornobyl,other,Other
1178332277,Crushed plastic bottle. Photo with clipping path.,362,Italy,other,Other
1200403274,Doctor holding coronavirus vaccine vial with syringe at the background,363,Canada,other,Other
503199076,Water cleaning / purification installation,364,Australia,other,Other
1044899528,Plastic pollution in the Arctic coast.,365,Canada|Svalbard Islands|North America|Arctic|Svalbard and Jan Mayen|Spitsbergen,other,Other
1204180048,Dolphins Swimming In A Ocean Polluted With Plastics,366,UK,waste_underwater,Waste underwater
1147098193,Concept of choice: save nature or continue to use disposable plastic,367,Indonesia,other,Other
1183347762,Environmental conservation collecting garbage and trash from water,368,UK,other,Other
183292085,Muddy flood splashing water.,369,,other,Other
1064631466,Leaking barrel spilling flammable liquid on shiny flooring,370,Slovenia,other,Other
1317214769,Offshore construction platform for production oil and gas. Oil and gas industry and hard work. Production platform and operation process by manual and auto function from control room.,371,Thailand,oil_platforms,Oil platforms
146802380,Oil Spill on Beach,372,,other,Other
857075704,The danger of radon gas - concept image with periodic table of the elements and magnifying lens,373,Italy,other,Other
1140976290,"Young woman cleaning microplastics from sand on the beach - Environmental problem, pollution and ecolosystem warning concept - Focus on hand",374,Asia|Australia|Spain|Africa,other,Other
1226281053,"Disposable single use plastic objects such as bottles, cups, forks, spoons and drinking straws",375,Poland,other,Other
1069886184,Seagull Recycler,376,Croatia,other,Other
1341111205,Mother teaching kids about water purification and filtration,377,Poland,other,Other
1217447971,Plastic Pollution In Ocean - Underwater Shine With garbage Floating On Sea - Environmental Problem,378,Italy,waste_underwater,Waste underwater
1250625097,used surgical mask and gloves on the sand,379,Spain,other,Other
1164732052,Environmental pollution,380,,waste_underwater,Waste underwater
501776507,Repairing a Broken Pipe,381,,other,Other
1295052107,Objects: Crushed Blue Water Bottle Isolated on White Background,382,Netherlands,other,Other
479711637,Usa in globe in hands  - Elements furnished by NASA,383,USA|NASA Kennedy Space Center|Gulf Coast States|The Americas,other,Other
1171742531,"Cute dog holds plastic bottle in mouth, which he caught in sea water",384,,other,Other
872874546,The danger of radon gas in our homes - concept image with check-up chart about radon level testing,385,Italy,other,Other
842287262,Water pollution old garbage and oil patches on river surface,386,Croatia,other,Other
1409534247,Gloved doctor's hand holds test tube with transparent liquid on background of bacteria illustration.,387,Russia,other,Other
1133392603,Plastic bottle on the beach,388,France,waste_on_the_beach,Waste on the beach
1069158396,"Storm Drain Outflow, stormwater, water drainage, waste water or effluent.",389,Thailand,pipes,Pipes
1148406344,Grebe on a nest of trash,390,Netherlands,other,Other
1189386540,shipwreck tanker sank in a storm,391,Persian Gulf Countries|United Arab Emirates,other,Other
1453306665,"Pumping oil to Bulk Ship. Oil leak from Ship , Oil spill pollution polluted water surface water pollution as a result of human activities. industrial chemical contamination. oil spill at sea.",392,Thailand,other,Other
188020464,Close-up of turtle covered with petroleum,393,,other,Other
628738262,"Tarutao national park, Thailand",394,Thailand|Phi Phi Islands|Ko Samui|Asia|Ko Muk,other,Other
1303700862,A volunteer collects garbage on a muddy beach. Close-up. The concept of Earth Day. Bottom view,395,Russia,people_cleaning,People cleaning
1179252627,Group of young people cleaning beach area,396,Ukraine,people_cleaning,People cleaning
1369929729,Water pollution,397,Istanbul|Türkiye - Country,other,Other
1182561854,Marine plastic pollution and nature conservation concept - penguin trapped in plastic net,398,Australia,other,Other
1394885991,"Volunteer man and plastic bottle, clean up day, collecting waste on sea beach",399,,people_cleaning,People cleaning
1155323667,Plastic Water Bottle amongst trash on the beach,400,Australia,other,Other
1195422151,"The work of a scientist ecologist, a portrait of an employee who conducts a study of water in a creek",401,Türkiye - Country,experts_analysing,Experts analysing
1036586862,Plastic pollution of the coral reef,402,West Asia|Egypt,waste_underwater,Waste underwater
